cmocndgko00011ysu7vt8olfh|二次函数顶点坐标|calculation|quadratic_vertex|{"type":"quadratic_vertex","form":"y = ax² + bx + c"}|{"a":{"min":1,"max":3,"integer":true},"b":{"min":-8,"max":8,"even":true},"c":{"min":-5,"max":5,"integer":true}}|[{"type":"vertex_x","expression":"-b/(2a)","instruction":"计算顶点横坐标"},{"type":"vertex_y","expression":"f(-b/(2a))","instruction":"代入求顶点纵坐标"}]|1|production|cmobqk1vz000v1yzux9qtzxt3|manual|[]|cmobpks4u00011ydzjdzzpng6|1777019239464|1777135562544|
cmocndgku00091ysurjwv423n|二次函数顶点坐标|calculation|quadratic_vertex|{"type":"quadratic_vertex","form":"y = ax² + bx + c"}|{"a":{"min":1,"max":3,"integer":true},"b":{"min":-8,"max":8,"even":true},"c":{"min":-5,"max":5,"integer":true}}|[{"type":"vertex_x","expression":"-b/(2a)","instruction":"计算顶点横坐标"},{"type":"vertex_y","expression":"f(-b/(2a))","instruction":"代入求顶点纵坐标"}]|1|production|cmoe04hbg00071y136ebuccfc|manual|[]|cmobpks4u00011ydzjdzzpng6|1777019239470|1777135562544|
cmocndgkw000h1ysurv2i0z7v|二次函数顶点坐标|calculation|quadratic_vertex|{"type":"quadratic_vertex","form":"y = ax² + bx + c"}|{"a":{"min":1,"max":3,"integer":true},"b":{"min":-8,"max":8,"even":true},"c":{"min":-5,"max":5,"integer":true}}|[{"type":"vertex_x","expression":"-b/(2a)","instruction":"计算顶点横坐标"},{"type":"vertex_y","expression":"f(-b/(2a))","instruction":"代入求顶点纵坐标"}]|1|production||manual|[]|cmobpks4u00011ydzjdzzpng6|1777019239473|1777135562544|
cmocndgkz000p1ysurbj2kstm|二次函数顶点坐标|calculation|quadratic_vertex|{"type":"quadratic_vertex","form":"y = ax² + bx + c"}|{"a":{"min":1,"max":3,"integer":true},"b":{"min":-8,"max":8,"even":true},"c":{"min":-5,"max":5,"integer":true}}|[{"type":"vertex_x","expression":"-b/(2a)","instruction":"计算顶点横坐标"},{"type":"vertex_y","expression":"f(-b/(2a))","instruction":"代入求顶点纵坐标"}]|1|production||manual|[]|cmobpks4u00011ydzjdzzpng6|1777019239475|1777135562544|
cmocndgl1000x1ysun0lyc1yc|二次函数顶点坐标|calculation|quadratic_vertex|{"type":"quadratic_vertex","form":"y = ax² + bx + c"}|{"a":{"min":1,"max":3,"integer":true},"b":{"min":-8,"max":8,"even":true},"c":{"min":-5,"max":5,"integer":true}}|[{"type":"vertex_x","expression":"-b/(2a)","instruction":"计算顶点横坐标"},{"type":"vertex_y","expression":"f(-b/(2a))","instruction":"代入求顶点纵坐标"}]|1|production||manual|[]|cmobpks4u00011ydzjdzzpng6|1777019239478|1777135562544|
cmocndgl300151ysu4ncbgzol|二次函数顶点坐标|calculation|quadratic_vertex|{"type":"quadratic_vertex","form":"y = ax² + bx + c"}|{"a":{"min":1,"max":3,"integer":true},"b":{"min":-8,"max":8,"even":true},"c":{"min":-5,"max":5,"integer":true}}|[{"type":"vertex_x","expression":"-b/(2a)","instruction":"计算顶点横坐标"},{"type":"vertex_y","expression":"f(-b/(2a))","instruction":"代入求顶点纵坐标"}]|1|production||manual|[]|cmobpks4u00011ydzjdzzpng6|1777019239480|1777135562544|
cmoe0xnz800011y65nkrxkjya|二次函数 - quadratic_evaluate|calculation|quadratic_evaluate|{}|{}|[]|1|production|cmoe04hbg00071y136ebuccfc|manual|[]|cmobpks4u00011ydzjdzzpng6|1777102483364|1777135562544|
cmoe0xnz900031y655p738cy8|勾股定理 - pythagoras|calculation|pythagoras|{}|{}|[]|1|production|concept-pythagorean|manual|[]|cmobpks4u00011ydzjdzzpng6|1777102483365|1777135562544|
cmoe0xnza00051y65l127fq8g|概率统计 - probability|calculation|probability|{}|{}|[]|1|production|cmoe04hbh000a1y13zwrk575i|manual|[]|cmobpks4u00011ydzjdzzpng6|1777102483366|1777135562544|
cmoe0xnza00071y659y0ythai|一元一次方程 - linear_equation|calculation|linear_equation|{}|{}|[]|1|production|cmoe04hbd00011y13ikvyogkw|manual|[]|cmobpks4u00011ydzjdzzpng6|1777102483367|1777135562544|
cmoeioxs900021y71k8bvqm3m|二次根式定义域|calculation|sqrt_concept|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-radical|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309257|1777135562544|
cmoeioxsa00041y71vb0n6ala|二次根式性质|calculation|sqrt_property|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-radical|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309258|1777135562544|
cmoeioxsa00061y716swak9da|最简二次根式|calculation|sqrt_simplify|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-radical|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309259|1777135562544|
cmoeioxsb00081y71qdkttz0s|二次根式乘法|calculation|sqrt_multiply|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-radical|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309260|1777135562544|
cmoeioxsc000a1y71w9luu2um|二次根式除法|calculation|sqrt_divide|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-radical|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309261|1777135562544|
cmoeioxsd000c1y71jc6i0zc9|二次根式加减|calculation|sqrt_add_subtract|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-radical|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309261|1777135562544|
cmoeioxsf000e1y71rtys6agt|勾股定理折叠|calculation|pythagoras_folding|{"type":"default"}|{"default":true}|[]|1|production|concept-pythagorean|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309264|1777135562544|
cmoeioxsg000g1y71rv15j17z|勾股定理应用题|calculation|pythagoras_word_problem|{"type":"default"}|{"default":true}|[]|1|production|concept-pythagorean|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309264|1777135562544|
cmoeioxsh000i1y71ctntee47|勾股定理逆定理|calculation|triangle_verify|{"type":"default"}|{"default":true}|[]|1|production|concept-pythagorean|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309265|1777135562544|
cmoeioxsi000k1y7155pzwqz1|平行四边形判定|calculation|parallelogram_verify|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309266|1777135562544|
cmoeioxsj000m1y71gbn290ic|矩形性质|calculation|rectangle_property|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309267|1777135562544|
cmoeioxsj000o1y71bwv08qi9|矩形判定|calculation|rectangle_verify|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309268|1777135562544|
cmoeioxsk000q1y71hzux7xh2|菱形性质|calculation|rhombus_property|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309268|1777135562544|
cmoeioxsl000s1y714jtvc7ec|菱形判定|calculation|rhombus_verify|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309269|1777135562544|
cmoeioxsl000u1y715pbom9zx|正方形性质|calculation|square_property|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309270|1777135562544|
cmoeioxsm000w1y714ckmu9fb|正方形判定|calculation|square_verify|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309270|1777135562544|
cmoeioxsn000y1y71unx16o5o|四边形周长|calculation|quadrilateral_perimeter|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309271|1777135562544|
cmoeioxso00101y71kqqzfg2d|四边形面积|calculation|quadrilateral_area|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309272|1777135562544|
cmoeioxso00121y718ng1rore|梯形性质|calculation|trapezoid_property|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309273|1777135562544|
cmoeioxsp00141y71ewb2zoue|一元二次方程识别|calculation|quadratic_identify|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309274|1777135562544|
cmoeioxsq00161y71btmqq160|直接开平方法|calculation|quadratic_direct_root|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309275|1777135562544|
cmoeioxsr00181y71767sin3n|配方法|calculation|quadratic_complete_square|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309275|1777135562544|
cmoeioxss001a1y71tmrhlw2k|公式法|calculation|quadratic_formula|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309276|1777135562544|
cmoeioxst001c1y71u58bu01s|因式分解法|calculation|quadratic_factorize|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309277|1777135562544|
cmoeioxsu001e1y7146e1ps7a|增长率问题|calculation|quadratic_growth|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309278|1777135562544|
cmoeioxsu001g1y71j73tvram|面积问题|calculation|quadratic_area|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309279|1777135562544|
cmoeioxsv001i1y71j32hl96h|集中趋势|calculation|central_tendency|{"type":"default"}|{"default":true}|[]|1|production|concept-data-analysis|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309280|1777135562544|
cmoeioxsw001k1y71u75qep7a|方差|calculation|data_variance|{"type":"default"}|{"default":true}|[]|1|production|concept-data-analysis|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309280|1777135562544|
cmoeioxsx001m1y717thhxfpu|标准差|calculation|data_stddev|{"type":"default"}|{"default":true}|[]|1|production|concept-data-analysis|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309281|1777135562544|
